"1546952875236";"TemporalContext";"Browsing";"3292|13608";"Js3dSdOJgsO1dHqc";"2";"Textual2019-18"
"1546952875786";"VideoSummary";"Browsing";"ScrollChanged";"Js3dSdOJgsO1dHqc";"2";"Textual2019-18"
"1546952875816";"TemporalContext";"Browsing";"3292|13614";"Js3dSdOJgsO1dHqc";"2";"Textual2019-18"
"1546952876514";"VideoSummary";"Browsing";"ScrollChanged";"Js3dSdOJgsO1dHqc";"2";"Textual2019-18"
"1546952876759";"TemporalContext";"Browsing";"3292|13638";"Js3dSdOJgsO1dHqc";"2";"Textual2019-18"
"1546952876793";"VideoSummary";"Browsing";"ScrollChanged";"Js3dSdOJgsO1dHqc";"2";"Textual2019-18"
"1546952876801";"TemporalContext";"Browsing";"3292|13662";"Js3dSdOJgsO1dHqc";"2";"Textual2019-18"
"1546952877110";"VideoSummary";"Browsing";"ScrollChanged";"Js3dSdOJgsO1dHqc";"2";"Textual2019-18"
"1546952877116";"TemporalContext";"Browsing";"3292|13710";"Js3dSdOJgsO1dHqc";"2";"Textual2019-18"
"1546952877356";"VideoSummary";"Browsing";"ScrollChanged";"Js3dSdOJgsO1dHqc";"2";"Textual2019-18"
"1546952877365";"TemporalContext";"Browsing";"3292|13734";"Js3dSdOJgsO1dHqc";"2";"Textual2019-18"
"1546952877395";"VideoSummary";"Browsing";"ScrollChanged";"Js3dSdOJgsO1dHqc";"2";"Textual2019-18"
"1546952877406";"TemporalContext";"Browsing";"3292|13758";"Js3dSdOJgsO1dHqc";"2";"Textual2019-18"
"1546952877652";"VideoSummary";"Browsing";"ScrollChanged";"Js3dSdOJgsO1dHqc";"2";"Textual2019-18"
"1546952877657";"TemporalContext";"Browsing";"3292|13782";"Js3dSdOJgsO1dHqc";"2";"Textual2019-18"
"1546952877694";"VideoSummary";"Browsing";"ScrollChanged";"Js3dSdOJgsO1dHqc";"2";"Textual2019-18"
"1546952877922";"TemporalContext";"Browsing";"3292|13806";"Js3dSdOJgsO1dHqc";"2";"Textual2019-18"
